id,song,artist,tonality,capo,chords
923641,Home,Edward Sharpe and the Magnetic Zeros,Bm,0,"Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Em,D,A,Em,D,A,Em,D,G,Bm,A,Em,G,A,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Em,D,A,Em,D,A,Em,D,G,Bm,A,Em,G,A,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,G,Bm,D,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G,Bm,D,D/F#,D,G"
928528,Perfect Two,Auburn,,0,"G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,D,Em,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C,G,D,Em,C"
930789,The Cave,Mumford & Sons,,4,"Am,C,Am,C,Am,C,G,C,F,C,Am,C,Am,C,Am,C,G,C,F,C,C,F,C,C,F,C,F,C,G,Am,F,C,Am,F,C,F,C,G,Am,C,Am,C,Am,C,G,C,F,C,Am,C,Am,C,Am,C,G,C,F,C,Am,C,Am,C,Am,C,G,C,F,C,C,F,C,C,F,C,F,C,G,Am,F,C,Am,F,C,F,C,G,C,Am,C,Am,C,Am,C,G,C,F,C,C,F,C,C,F,C,F,C,G,Am,F,C,Am,F,C,F,C,G,Am,C,Am,C,Am,C,G,C,F,C,C,F,C,C,F,C,F,C,G,Am,F,C,Am,F,C,F,C,G,C"
930979,Impossible,Shontelle,,1,"Em,G,D,C,Em,G,D,C,Am7,Bm7,C,Dsus4,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Am7,Bm7,C,Dsus4,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,Em,G,D,C,D,C,D,C,Em,G,D,C"
934969,Billionaire,Travie McCoy,A,0,"F#m,A,E,F#m,E,A,E,F#m,E,D,E,F#m,D,E,F#m,D,E,A,A/G#,F#m,F#,D,E,F#m,A,E,E,F#m,E,A,E,F#m,E,A,E,F#m,E,D,E,F#m,D,E,F#m,D,E,A,A/G#,F#m,D,E,F#m,E,F#m,E,A,E,F#m,E,A,E,F#m,E,A,E,F#m,E,A,E,A,E,F#m,E,A,E,F#m,E,D,E,F#m,D,E,F#m,D,E,A,A/G#,F#m,D,E,F#m,E,F#m,E"
943160,If I Die Young,The Band Perry,E,2,"G,D,A,Bm,G,D,A,Bm,G,D,A,A7,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,A7,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,A7,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,G,D,A,Bm,G,D,A,A7,G,D,A,G,D,A,Bm,G,D,A,Bm,G,D,A,A7,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,Bm,G,D,A,G,D,A,A7,G,D,A"
944609,Airplanes,B.o.B,,2,"Em,Em,C,G,Em,Em,C,G,Em,Em,C,G,Em,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,Em,C,G,Em,Em,C,G,Em,Em,C,G,Em,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,C,G,Em,Em,C,G,Em,Em,C,G,Em,Em,C,G,Em,Em,C,G"
949076,If I Die Young,The Band Perry,,2,"G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D,A,G,D"
949804,Count On Me,Bruno Mars,C,0,"C,C,Em,Am,G,F,C,Em,Am,G,F,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,G,C,Em,Am,G,F,C,Em,Am,G,F,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,G,Dm,Em,F,G,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,C"
953997,Wake Me Up When September Ends,Green Day,G,0,"G5,G5/F#,G5,G5,G5/F#,C,Cm,G5,G5,G5,G5/F#,C,Cm,G5,G5,G5/F#,Em,Bm,C,G5,G5/F#,Em,Bm,C,D,G5,G5/F#,C,Cm,G5,G5,G5,G5,G5,G5,G5,G5,G5,G5/F#,C,Cm,G5,G5,G5/F#,C,Cm,G5,G5,G5/F#,Em,Bm,C,G5,G5/F#,Em,Bm,C,D,G5,G5/F#,C,Cm,G5,G5,G5/F#,Em,Bm,C,G5,D/F#,Em,Bm,C,Dsus4,D,Dsus4,D,G5,G5,G5,G5,G5,G5/F#,C,Cm,G5,G5,G5/F#,C,Cm,G5,C,Cm,G5,C,Cm,G5"
955258,What A Wonderful World,Louis Armstrong,F,5,"C,Em,Am,Em,Dm,C,E7,Am,F,Dm,G,C,G,C,Em,Am,Em,Dm,C,E7,Am,F,Dm,G,C,G,C,G,C,Am,Em,Am,Em,F,Em,Dm,C,G,C,Em,F,Em,Dm,C,E7,Am,Ab,Dm,G,C,B,A,Fmaj7,Dm7,G,C"
957714,Big Jet Plane,Angus & Julia Stone,Db,1,"C,Am,Em,G,C,Am,Em,G,C,Am,Em,C,Am,Em,C,Am,Em,C,Am,Em,G,C,Am,Em,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,C,Am,Em,C,Am,Em,G,C,Am,Em,C,Am,Em,G,C,Am,Em,G,C,Am,Em,G,Fmaj7,G6,Am,Fmaj7,G6,Am,Fmaj7,G6,Am,Fmaj7,G6,Am,C,Am,Em,C,Am,Em,G,C,Am,Em,C,Am,Em,G,C,Am,Em,C,Am,Em,C"
958254,Tanya Hati,Pasto,G,0,"Cadd9,Em7,D,Cadd9,Em7,G,D/F#,Em7,Cadd9,Am7,D,G,D/F#,Em7,Cadd9,Am7,F,D,G,D/F#,Em,D,C,Am7,D,G,D/F#,Em7,D,C,Am7,D,E7,Am7,D,Cadd9,Em7,D,Cadd9,F,D,Cadd9,Am7,F,D,G,D/F#,Em7,D,Cadd9,Am7,D,G,D/F#,D,Cadd9,Am7,D,E7,Am7,D,G,D,Em,D,C,Bm,Am,D,G,D,Em,D,C,Bm,Am,D,Bm,Em,Am,D,Em,Am,D,G"
958496,Count On Me,Bruno Mars,C,0,"C,C,Em,Am,G,F,C,Em,Am,G,F,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,G,C,Em,Am,G,F,C,Em,Am,G,F,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,G,Dm,Em,Am,G,Dm,Em,F,G,C,Em,Am,G,F,C,Em,Am,G,F,C,Em,Am,G,F,C"
961594,Dynamite,Taio Cruz,,4,"Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Em,Am,F,G,Em,Am,F,G,Em,Am,F,G,Em,Am,F,G,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F,Am,G,C,F"
963685,Stand By Me,Oasis,G,0,"G,B7,C,D,G/F#,Em,Am,A7,F,G,B7,C,D,G,B7,C,D,G,B7,C,D,D,Dsus4,D,C,D,G,G/F#,Em,A7,C,D,D,Dsus4,D,G,B7,C,D,G,B7,C,D,D,Dsus4,D,C,D,G,G/F#,Em,A7,C,D,D,Dsus4,D,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,D,G,G,B7,C,D,G,B7,C,D,D,Dsus4,D,C,D,G,G/F#,Em,A7,C,D,D,Dsus4,D,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,D,Em,D,C,Em,D,C,Em,D,C,A7,C,D,D,Dsus4,D,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,F,D,G,G,D,Am,C,D,G,G"
963934,Jar Of Hearts,Christina Perri,Cm,1,"Bm,D,A,Em,Bm,D,A,G,D/F#,Em,G,Bm,A,Em,G,A,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A/C#,Bm,D,A,Em,Bm,D,A,G,D/F#,Em,G,Bm,A,Em,G,A,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,Bm,F#,E/G#,Bm,F#,E/G#,Bm,F#,E/G#,Bm,F#,E/G#,G,F#,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,A,Bm,G,Gm,D,Gdim7,D,Gdim7,D,Gdim7,D"
970287,By Chance You And I,J.R.A.,,3,"G,D,Am,C,G,G,D,D,Am,Am,C,C,G,G,D,D,Am,Am,C,Am,C,G,D,Am,C,G,D,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,G,D,D,Am,Am,C,C,G,G,D,D,Am,Am,C,Am,C,G,D,Am,C,G,D,G,D,Am,C,G,D,Am,C,G,G,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D"
970416,Just The Way You Are,Bruno Mars,F,3,"D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D,D,Bm7,G,D"
970774,Teenage Dream,Katy Perry,,3,"Cmaj7,D,Cmaj7,D,Cmaj7,D,Cmaj7,D,Cmaj7,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Cmaj7,Em,D,Dmaj7,E,Dmaj7,E,Dmaj7,E,Dmaj7,E,Dmaj7,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E,Dmaj7,F#m,E"
971122,For The First Time,The Script,,2,"G,D,Em,C,G,D,Em,C,Em,C,G,D,Em,C,G,D,G,D,Em,C,G,D,Em,C,Em,C,G,D,Em,C,G,D,G,D,Em,C,Em,C,G,D,Em,C,G,D,G,D,Em,C,G,D,Em,C,C,G,D,Em,C,C,G"
971346,Talking To The Moon,Bruno Mars,C,4,"C,C,C,E7,Am,G,F,C,E7,Am,G,F,Dm,G,Dm,G,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,Am,G,D,C,E7,Am,G,F,C,E7,Am,G,F,Dm,G,Dm,G,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,Dm,C,Dm,G,Dm,C,Dm,G,F,G,Am,F,G,Am,F,G,C,Am,G,F,G,Am,G,D,C,E7"
971933,So Far Away,Avenged Sevenfold,,0,"Em,Em,Em,G,D,Bm,C,Em,Em,Em,G,D,Bm,C,C,D,Em,G,Am,Em,D,Em,G,Am,C,D,Em,Em,Em,G,D,Bm,C,Em,Em,Em,G,D,Bm,C,C,D,Em,G,Am,Em,D,Em,G,Am,C,D,E,C,Am,Em,E,C,D,C,D,Em,G,Am,Em,D,Em,G,Am,C,D,Am,C,D,Em"
971970,Layla,Eric Clapton,Dm,0,"Dm,Bb,C,Dm,Dm,Bb,C,A,C,C#m7,G#7,C#m7,C,D,E,E7,F#m,B,E,A,F#m,B,E,A,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,A,C,C#m7,G#7,C#m7,C,D,E,E7,F#m,B,E,A,F#m,B,E,A,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,A,C,C#m7,G#7,C#m7,C,D,E,E7,F#m,B,E,A,F#m,B,E,A,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm,Dm,Bb,C,Dm"
972646,So Far Away,Avenged Sevenfold,Em,0,"Em,Em,G,D,Bm,C,Em,Em,G,D,Bm,C,C,D,Em,G,Am,D,Em,G,Am,C,D,Em,Em,G,D,Bm,C,Em,Em,G,D,Bm,C,C,D,Em,G,Am,D,Em,G,Am,C,D,E,C,Am,D,E,C,D,C,D,E,C,Am,D,E,C,D,C,D,Em,G,Am,D,Em,G,Am,C,D,Am,C,D,Em,Em,D,Am,G,D/F#,Em,D,C,Em,D,C,Em,D,Am,G,D/F#,Em,D,C,Em,D,Am,G,D/F#,Em,D,C,Em,D,C,Em,D,C,Em,D,C,Em,D,C"
975214,Mine,Taylor Swift,,0,"C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,Em,D,C,G,D,Em,D,C,C,G,D,Em,C,G,D,C,G,D,Em,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,Em,D,C,G,D,Em,D,C,C,G,D,Em,D,C,G,D,Em,D,C,C,G,D,C,G,D,Em,C,D,Em,C,D,C,G,D,C,G,D,C,G,D,C,G,D,C,C,G,D,Em,D,C,G,D,C,C,G,D,Em,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D,C,G,D"
976879,Revelation Song,Kari Jobe,,0,"D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,Am,F,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G"
978259,Introducing Me,Nick Jonas,,4,"G,G,G,D,Em,C,G,D,Em,C,Am,Bm,A,C,D,G,D,Em,C,G,D,Em,C,Am,G,C,D,G,D,Em,C,G,G,D,Em,C,G,D,Em,C,Am,Bm,A,C,D,G,D,Em,C,G,D,Em,C,Am,G,C,D,Em,C,A,C,D,G,D,Em,C,G,D,Em,C,Am,G,C,D,G,D,Em,C,Em,D,Am,G"
980591,Fuck You,Cee Lo Green,,0,"Bdim7,C#dim7,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,D7,F,C,C,D7,F,C,C,D7,F,F,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C,Em,Am,Dm,G,Em,Bdim7,Am,Bdim7,C,C#dim7,D7,G,D7,F,Am,Am,Bdim7,C,C#dim7,D7,F,G,G,C,D7,F,C,C,D7,F,C,C,D7,F,C,C,D7,F,C"
987143,The One That Got Away,Katy Perry,,0,"E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,B,C#m,A,B,C#m,A,B,C#m,A,B,E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,E,G#m,C#m,A,E"
988492,We Could Happen,AJ Rafael,,0,"G,Bm,Em,Dm,G,C,Bm,A7,Am7,G,Bm,Em,Dm,G,C,Bm,A7,Am7,G,D,Em,Cm,G,D,Em,Cm,G,Bm,Em,Dm,G7,C,Bm,A7,Am7,G,Bm,Em,Dm,G7,C,Bm,A7,Am7,G,D,Em,Cm,G,D,Em,Cm,Em,Bm,G,A7,Em,Bm,G,A7,Em,Bm,G,A7,C,Cm,G,D,Em,Cm,G,D,Em,Cm,G,D,Em,Cm,G,D,Em,Cm"
989199,Torn,Natalie Imbruglia,,5,"C,Em,F,F,C,Em,Em,F,F,Am,G,Em,G,C,C,G,Am,F,C,G,Am,F,C,G,Am,G,F,C,Em,F,F,Am,G,Em,G,C,C,G,Am,F,C,G,Am,F,C,G,Am,G,F,Am,G,F,Am,C,G,Am,G,Em,G,C,C,G,Am,F,C,G,Am,F,C,G,Am,F,C,G,Am,G,F,Am,G,Am"
989712,The A Team,Ed Sheeran,A,2,"C,G,G,G/F#,Em,Cadd9,G,G,G/F#,Em,Cadd9,G,A7sus4,G,G/F#,Em,Cadd9,G,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,G/F#,G,G/F#,Em,Cadd9,G,A7sus4,G,G/F#,Em,Cadd9,G,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Am7,Am7,C,Em,G/F#,G,Am7,C,Dadd4,Em,C,G,D/F#,Em,C,G,D/F#,Am7,C,G,D/F#,Am7,C,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,Em,Cadd9,G,D/F#,Em,Cadd9,G,Em,Cadd9,G,G/F#,Em,Cadd9,G,G/F#,Em,Cadd9,G,D/F#,G"
989772,Landslide,Fleetwood Mac,Eb,3,"G,C,Am7,Am,D7/F#,D/F#,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,D/F#,G,D/F#,Em,C,Am,D7/F#,G,D/F#,Em,C,C,C,Am7,C,Am7,C,Am7,C,Am7,D/F#,D7/F#,G,D/F#,Em,C,Am,D7/F#,G,D/F#,Em,C,C,C,C,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7,C,Am7"
990491,Colder Weather,Zac Brown Band,Ab,1,"Bbdim7,G,G,D,G,Gadd9,D,G,G,D,A,G,A,D,G,A,D,G,A,Bm,A,G,D/F#,Em,G,A,G,D,G,D,G,D,G,D,A,G,D,G,D,G,D,A,G,A,D,G,A,D,G,A,Bm,A,G,D/F#,Em,G,A,G,D,G,D,G,D,G,D,A,G,D,G,D,G,D,A,G,Em,D/F#,Bbdim7,Bm,G,D/F#,A,G,D,G,D,G,D,A,G,G,D,G,G,D,G,G,D,A,G,D,G,D,G,D,A,G,D,G,D,G,D,A,G,A,G,D,G,D,G,D,A,G,G,G,D,G,G,D,G,G,D,A,G,D"
991692,Sunday Morning,Maroon 5,Dm,0,"Dm,G,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C,Dm,G,C,C"
992284,The Lazy Song,Bruno Mars,,0,"B,F#,E,B,F#,E,B,F#,E,B,D#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,C#m,D#m,E,F#,B,F#,E,B,F#,E,B,F#,E,B,D#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,F#,E,B,D#,E,C#m,D#m,E,F#,B,F#,E,B,F#,E,B,F#,E,B,D#,E,C#m,F#,G#m,C#m,F#,G#m,C#m,F#,G#m,C#m,F#,G#m,B,F#,E,B,F#,E,B,F#,E,B,D#,E,B,F#,E,B,F#,E,B"
993007,Firework,Katy Perry,Ab,1,"G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,Em,C,G,D,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C,G,Am,Em,C"
993331,Speak Now,Taylor Swift,G,0,"G,G,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,Am,C,G,D,Am,C,D,G,D,Am,C,G,D,Am,G,D,Am,C,G,D,Am,C,G,D,Am,C,Am,C,G,D,Am,C,G,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,Em,C,G,D,D,Am,C,G,D,Am,C,D,D,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G,D,Am,C,G"
993953,Grenade,Bruno Mars,Dm,0,"Dm,Dm,Am,Am,Dm,Dm,Am,A7,Dm,Am,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,F,A,Dm,C,Bb,A,Dm,Dm,Am,Am,Dm,Am,Dm,Am,A7,Dm,Am,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,F,A,Dm,C,Bb,A,Gm,Dm,Gm,A,Dm,Dm,Bb,A,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Dm,Bb,F,C,Bb,C,F,A,Dm,C,Bb,A,Dm,Dm,Am,Am,Dm,Dm,Am,Am"
995170,Back To December,Taylor Swift,D,0,"Dsus4,D,Bm,G,D,Bm,G,D,A,D,Bm,G,D,A,Bm,A,D,G,Bm,A,G,D,F#m,G,D,A,D,D,F#m,G,D,A,G,Bm,A,Dsus4,D,Bm,G,D,Bm,G,D,A,D,Bm,G,D,A,Bm,A,D,G,Bm,A,G,D,F#m,G,D,A,D,D,F#m,G,D,A,G,Bm,A,D,Bm,G,Bm,G,D,A,Bm,G,D,A,Bm,G,D,D,A,Bm,A,G,Bm,A,G,D,F#m,G,D,A,D,D,F#m,G,D,A,G,Bm,A,G,Bm,A,Dsus4,D,Bm,G,Dsus4,D,Bm,G"
995537,Zombie,The Cranberries,Em,0,"Em,C,Cmaj7,G,G6,D/F#,D,Dsus4,Em,Cmaj7,G6,D/F#,Em,Cmaj7,G6,D/F#,Em,Cmaj7,G6,D/F#,Em,Cmaj7,G6,D/F#,Em,Cmaj7,G6,D/F#,Em,Cmaj7,G6,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D,Dsus4,D,Em,C,G,D,Dsus4,D,Em,Cmaj7,G6,D/F#,Em,Cmaj7,G6,D/F#,Em,Cmaj7,G6,D/F#,Em,Cmaj7,G6,D/F#,Em,C,G,D/F#,Em,C,G,D/F#,Em,C,G,D,Dsus4,D,Em,C,G,D,Dsus4,D,Em,Cmaj7,G6,D/F#"
995857,She Will Be Loved,Maroon 5,Am,3,"Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,C,G,Am,G,C,G,Am,F,C,G,Am,F,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,Am,G,C,G,Am,G,C,G,Am,F,C,G,Am,F,C,G,Am,F,Am,G,Am,G,Am,G,Am,G,F,Am,G,Am,G,C,G,Am,G,C,G,Am,F,C,G,Am,G,C,G,Am,G,C,G,Am,G,C,G,Am,F"
996462,Grenade,Bruno Mars,,5,"Am,Am,Em,Em,Am,Am,Em,Em,Am,Em,Am,F,E,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,F,Gmaj,C,E,Am,Gmaj,F,E,E,Am,Am,Em,Em,Am,Em,Am,Em,Am,Em,Am,F,E,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,F,Gmaj,C,E,Am,Gmaj,F,E,E,F,Am,F,E,Am,Am,Em,Em,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,Am,F,C,Gmaj,F,Gmaj,C,E,Am,Gmaj,F,E,E,Am,Em,Am,Em"
